[2026-04-25 16:37:02.502] [info]  No state version found, assuming empty state.
[2026-04-25 16:37:02.857] [info]  [Process Isolation] Isolating process from debuggers and memory dumps
[2026-04-25 16:37:02.859] [info]  [NAPI] [INFO] desktop_core::process_isolation::process_isolation: Disabling ptrace and memory access for main via PR_SET_DUMPABLE. pid=8221
[2026-04-25 16:37:02.863] [info]  Coredumps are disabled in renderer process
[2026-04-25 16:37:03.586] [info]  [Native Messaging IPC] Clearing connected apps
[2026-04-25 16:37:03.590] [info]  State version: 75
[2026-04-25 16:37:03.601] [error] Unhandled error in angular Error: Error invoking remote method 'sshagent.clearkeys': Error: No handler registered for 'sshagent.clearkeys'
[2026-04-25 16:37:03.617] [info]  Retrieving application id
[2026-04-25 16:37:10.923] [info]  Retrieving application id
[2026-04-25 16:37:10.936] [info]  Retrieving application id
[2026-04-25 16:37:19.834] [info]  Retrieving application id
[2026-04-25 16:37:20.749] [info]  [KeyService] Deriving master key took 571ms
[2026-04-25 16:37:20.754] [info]  Retrieving application id
[2026-04-25 16:37:39.060] [info]  Active account changed, clearing SSH keys
[2026-04-25 16:37:39.077] [error] Failed to clear SSH keys Error: Error invoking remote method 'sshagent.clearkeys': Error: No handler registered for 'sshagent.clearkeys'
[2026-04-25 16:37:39.122] [info]  [NAPI] [INFO] desktop_core::password::password: falling back to get legacy Bitwarden ad1f3489-8e30-468d-ad06-acb20177b2ef_accessTokenKey
[2026-04-25 16:37:39.161] [info]  Using SignalR for server notifications
[2026-04-25 16:37:39.286] [info]  [NAPI] [INFO] desktop_core::password::password: OS keyring is_locked=false
[2026-04-25 16:37:39.310] [info]  Successfully submitted two factor token
[2026-04-25 16:37:39.369] [info]  [SignalR] WebSocket connected to wss://notifications.bitwarden.com/hub?access_token=[REDACTED]
[2026-04-25 16:37:39.370] [info]  [SignalR] Using HubProtocol 'messagepack'.
[2026-04-25 16:37:39.715] [info]  Active account changed, clearing SSH keys
[2026-04-25 16:37:39.720] [error] Failed to clear SSH keys Error: Error invoking remote method 'sshagent.clearkeys': Error: No handler registered for 'sshagent.clearkeys'
[2026-04-25 16:37:40.434] [info]  [CipherService]: decrypt complete took 91.90000000002328 [ [ 'Items', 321 ] ]
[2026-04-25 16:37:40.782] [info]  [SearchService]: index complete took 332.6000000000349 [ [ 'Items', 321 ] ]
[2026-04-25 16:37:43.215] [info]  [SearchService]: index load took 9.099999999976717 undefined
[2026-04-25 16:37:43.235] [info]  [SearchService]: search complete took 33.399999999965075 undefined
[2026-04-25 16:37:45.389] [info]  [SearchService]: search complete took 18.20000000001164 undefined
[2026-04-25 16:37:45.399] [info]  [SearchService]: search complete took 27.5 undefined
[2026-04-25 16:47:28.816] [info]  State version: 75
[2026-04-25 16:47:28.819] [info]  Migrator MinVersionMigrator (to version 3) should migrate: false - up
[2026-04-25 16:47:28.820] [info]  Migrator RemoveEverBeenUnlockedMigrator (to version 4) should migrate: false - up
[2026-04-25 16:47:28.820] [info]  Migrator AddKeyTypeToOrgKeysMigrator (to version 5) should migrate: false - up
[2026-04-25 16:47:28.820] [info]  Migrator RemoveLegacyEtmKeyMigrator (to version 6) should migrate: false - up
[2026-04-25 16:47:28.820] [info]  Migrator MoveBiometricAutoPromptToAccount (to version 7) should migrate: false - up
[2026-04-25 16:47:28.820] [info]  Migrator MoveStateVersionMigrator (to version 8) should migrate: false - up
[2026-04-25 16:47:28.820] [info]  Migrator MoveBrowserSettingsToGlobal (to version 9) should migrate: false - up
[2026-04-25 16:47:28.821] [info]  Migrator EverHadUserKeyMigrator (to version 10) should migrate: false - up
[2026-04-25 16:47:28.821] [info]  Migrator OrganizationKeyMigrator (to version 11) should migrate: false - up
[2026-04-25 16:47:28.821] [info]  Migrator MoveEnvironmentStateToProviders (to version 12) should migrate: false - up
[2026-04-25 16:47:28.821] [info]  Migrator ProviderKeyMigrator (to version 13) should migrate: false - up
[2026-04-25 16:47:28.821] [info]  Migrator MoveBiometricClientKeyHalfToStateProviders (to version 14) should migrate: false - up
[2026-04-25 16:47:28.821] [info]  Migrator FolderMigrator (to version 15) should migrate: false - up
[2026-04-25 16:47:28.821] [info]  Migrator LastSyncMigrator (to version 16) should migrate: false - up
[2026-04-25 16:47:28.821] [info]  Migrator EnablePasskeysMigrator (to version 17) should migrate: false - up
[2026-04-25 16:47:28.822] [info]  Migrator AutofillSettingsKeyMigrator (to version 18) should migrate: false - up
[2026-04-25 16:47:28.822] [info]  Migrator RequirePasswordOnStartMigrator (to version 19) should migrate: false - up
[2026-04-25 16:47:28.822] [info]  Migrator PrivateKeyMigrator (to version 20) should migrate: false - up
[2026-04-25 16:47:28.822] [info]  Migrator CollectionMigrator (to version 21) should migrate: false - up
[2026-04-25 16:47:28.822] [info]  Migrator CollapsedGroupingsMigrator (to version 22) should migrate: false - up
[2026-04-25 16:47:28.822] [info]  Migrator MoveBiometricPromptsToStateProviders (to version 23) should migrate: false - up
[2026-04-25 16:47:28.822] [info]  Migrator SmOnboardingTasksMigrator (to version 24) should migrate: false - up
[2026-04-25 16:47:28.822] [info]  Migrator ClearClipboardDelayMigrator (to version 25) should migrate: false - up
[2026-04-25 16:47:28.822] [info]  Migrator RevertLastSyncMigrator (to version 26) should migrate: false - up
[2026-04-25 16:47:28.822] [info]  Migrator BadgeSettingsMigrator (to version 27) should migrate: false - up
[2026-04-25 16:47:28.822] [info]  Migrator MoveBiometricUnlockToStateProviders (to version 28) should migrate: false - up
[2026-04-25 16:47:28.822] [info]  Migrator UserNotificationSettingsKeyMigrator (to version 29) should migrate: false - up
[2026-04-25 16:47:28.822] [info]  Migrator PolicyMigrator (to version 30) should migrate: false - up
[2026-04-25 16:47:28.823] [info]  Migrator EnableContextMenuMigrator (to version 31) should migrate: false - up
[2026-04-25 16:47:28.823] [info]  Migrator PreferredLanguageMigrator (to version 32) should migrate: false - up
[2026-04-25 16:47:28.823] [info]  Migrator AppIdMigrator (to version 33) should migrate: false - up
[2026-04-25 16:47:28.823] [info]  Migrator DomainSettingsMigrator (to version 34) should migrate: false - up
[2026-04-25 16:47:28.823] [info]  Migrator MoveThemeToStateProviderMigrator (to version 35) should migrate: false - up
[2026-04-25 16:47:28.823] [info]  Migrator VaultSettingsKeyMigrator (to version 36) should migrate: false - up
[2026-04-25 16:47:28.823] [info]  Migrator AvatarColorMigrator (to version 37) should migrate: false - up
